distribuidora,subestacion,tension_kv,provincia,n_eventos_hist,años_distintos,trimestre_patron,concentracion_pct,avg_delta_mw,max_delta_mw,ultimo_evento,ventana_inicio,ventana_fin,estado_ventana,confianza,fechas_historicas,proyectos_ids,proyectos_estados
Endesa,S.BOI,110.0,Barcelona,2,2,2,50.0,113.4,210.5,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
REE,PIEROLA,400.0,,2,2,1,50.0,109.5,200.0,2025-07-01,2027-01-01,2027-03-31,en 221d,0.46,2024-02-01|2025-07-01,,
REE,QUEREÑO,220.0,,2,2,1,50.0,99.5,120.0,2026-05-01,2027-01-01,2027-03-31,en 221d,0.46,2024-01-02|2026-05-01,,
REE,FUENDETODOS,400.0,,2,2,3,50.0,98.5,148.0,2025-02-03,2026-07-01,2026-09-30,en 37d,0.46,2024-07-01|2025-02-03,,
REE,VALDEMORO,220.0,,2,2,4,50.0,95.5,105.0,2026-02-20,2026-10-01,2026-12-31,en 129d,0.46,2025-12-01|2026-02-20,,
Endesa,TARRAGONA,110.0,Tarragona,2,2,4,50.0,95.0,137.3,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-12-01|2026-03-01,,
Endesa,LLOBREGAT,110.0,Barcelona,2,2,2,50.0,91.3,168.4,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
Endesa,MATA,11.0,Barcelona,2,2,3,50.0,91.3,171.5,2022-04-01,2026-07-01,2026-09-30,en 37d,0.46,2021-09-01|2022-04-01,,
Endesa,VILLFRAG,66.0,Málaga,2,2,4,50.0,88.9,98.6,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
REE,JOSE CABRERA,220.0,,2,2,2,50.0,81.5,86.0,2026-03-02,2026-04-01,2026-06-30,EN_CURSO,0.46,2025-05-05|2026-03-02,,
REE,REQUENA,400.0,,2,2,4,50.0,79.5,116.0,2025-03-03,2026-10-01,2026-12-31,en 129d,0.46,2024-11-04|2025-03-03,,
REE,CORNATEL,220.0,,2,2,2,50.0,75.0,87.0,2026-02-20,2026-04-01,2026-06-30,EN_CURSO,0.46,2025-05-05|2026-02-20,,
Endesa,PTO_REAL,132.0,Cádiz,2,2,1,50.0,72.4,96.5,2025-10-01,2027-01-01,2027-03-31,en 221d,0.46,2022-02-01|2025-10-01,,
REE,ATARFE,220.0,,2,2,4,50.0,71.0,91.0,2025-09-01,2026-10-01,2026-12-31,en 129d,0.46,2024-11-04|2025-09-01,,
REE,EL SEQUERO,220.0,,2,2,4,50.0,68.0,91.0,2025-06-02,2026-10-01,2026-12-31,en 129d,0.46,2024-11-04|2025-06-02,,
Endesa,CUERVO,66.0,Sevilla,2,2,2,50.0,63.0,113.1,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
Endesa,S.COLOMA,132.0,Barcelona,2,2,2,50.0,62.0,100.8,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
Endesa,SALT,132.0,Girona,2,2,2,50.0,58.2,102.0,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2026-03-01,,
REE,MANGRANERS,220.0,,2,2,2,50.0,58.0,111.0,2025-02-03,2026-04-01,2026-06-30,EN_CURSO,0.46,2024-04-01|2025-02-03,,
REE,FONTEFRIA,220.0,,2,2,1,50.0,57.0,62.0,2025-08-01,2027-01-01,2027-03-31,en 221d,0.46,2024-03-01|2025-08-01,,
REE,SANTA ENGRACIA,400.0,,2,2,4,50.0,56.5,67.0,2026-02-20,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-02-20,prj_00508|prj_00509|prj_02020,denegado|denegado|favorable
UFD,PUENTE DE SAN FERNANDO,45.0,MADRID,2,2,1,50.0,54.8,59.5,2024-06-18,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-06-18,prj_01534|prj_00128|prj_00921|prj_01190,otorgado|otorgado|favorable|informacion_publica
Endesa,VALENZUELA,45.0,Zaragoza,2,2,4,50.0,54.5,58.9,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-12-01|2022-04-01,,
Endesa,CAMPANIL,66.0,Málaga,2,2,4,50.0,53.5,58.1,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
REE,CATADAU,400.0,,2,2,4,50.0,53.0,56.0,2025-08-01,2026-10-01,2026-12-31,en 129d,0.46,2024-10-01|2025-08-01,,
Endesa,CAMPANIL,20.0,Málaga,2,2,4,50.0,50.9,55.7,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
iDE,PSTODOMI    45.000,45.0,MADRID,2,2,2,50.0,50.3,95.2,2025-01-30,2026-04-01,2026-06-30,EN_CURSO,0.46,2024-06-25|2025-01-30,,
UFD,CAMPO NACIONES NUEVO,45.0,MADRID,2,2,1,50.0,50.0,50.0,2024-12-17,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-12-17,,
UFD,SAN FERNANDO,45.0,MADRID,2,2,1,50.0,50.0,63.0,2024-06-18,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-06-18,prj_01534|prj_00128|prj_00921|prj_01190|prj_02163,otorgado|otorgado|favorable|informacion_publica|informacion_publica
REE,SANTA LLOGAIA,400.0,,2,2,3,50.0,47.5,65.0,2026-05-01,2026-07-01,2026-09-30,en 37d,0.46,2024-09-02|2026-05-01,,
Endesa,ILURO,110.0,Barcelona,2,2,2,50.0,45.6,49.8,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
iDE,MASALFAS    66.000,66.0,VALENCIA,2,2,4,50.0,42.9,70.8,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-03|2026-03-01,,
Endesa,ALHAURIN,66.0,Málaga,2,2,2,50.0,40.7,65.6,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2026-03-01,,
Endesa,RINCO_V,132.0,Málaga,2,2,4,50.0,40.0,44.5,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
Endesa,RINCO_V,20.0,Málaga,2,2,4,50.0,40.0,44.5,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
REE,MEDINA DEL CAMPO,220.0,,2,2,3,50.0,39.5,44.0,2025-04-01,2026-07-01,2026-09-30,en 37d,0.46,2024-08-01|2025-04-01,prj_01970,informacion_publica
Endesa,CHICLANA,66.0,Cádiz,2,2,3,50.0,38.5,60.8,2022-04-01,2026-07-01,2026-09-30,en 37d,0.46,2021-08-01|2022-04-01,,
Endesa,GUADALCA,66.0,Cádiz,2,2,4,50.0,38.5,40.6,2022-02-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-02-01,,
REE,ANDRATX,66.0,,2,2,3,50.0,38.5,67.0,2025-01-02,2026-07-01,2026-09-30,en 37d,0.46,2024-09-02|2025-01-02,,
Endesa,TORREMAR,20.0,Málaga,2,2,4,50.0,37.9,67.3,2026-01-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-01-01,,
Endesa,TORREMAR,66.0,Málaga,2,2,4,50.0,37.9,67.3,2026-01-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-01-01,,
Endesa,RIPOLL,132.0,Girona,2,2,4,50.0,36.7,66.5,2026-05-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-05-01,,
REE,PEÑADRADA,220.0,,2,2,3,50.0,35.0,41.0,2026-03-02,2026-07-01,2026-09-30,en 37d,0.46,2025-07-01|2026-03-02,,
UFD,CANILLEJAS,45.0,MADRID,2,2,1,50.0,35.0,35.0,2024-05-21,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-05-21,,
Endesa,VILLFRAG,20.0,Málaga,2,2,4,50.0,34.5,48.0,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
Endesa,TORRERO,45.0,Zaragoza,2,2,4,50.0,34.2,34.9,2022-05-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-05-01,,
iDE,ST LASAO    30.000,30.0,GUIPÚZCOA,2,2,4,50.0,33.0,33.0,2026-05-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-03|2026-05-01,,
Endesa,COLLBLANC,110.0,Barcelona,2,2,2,50.0,32.9,53.2,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2026-03-01,,
Endesa,BUIXALLEU,132.0,Girona,2,2,2,50.0,32.0,50.7,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
Endesa,MONTMELO,132.0,Barcelona,2,2,2,50.0,31.4,35.5,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
Endesa,ALTAFULLA,110.0,Tarragona,2,2,4,50.0,31.0,56.7,2026-01-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-01-01,,
Endesa,PRADELL,110.0,Tarragona,2,2,2,50.0,30.8,32.8,2025-12-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-12-01,,
Endesa,PALMACON,50.0,Huelva,2,2,3,50.0,30.6,49.0,2022-04-01,2026-07-01,2026-09-30,en 37d,0.46,2021-09-01|2022-04-01,,
Endesa,RAMOS,132.0,Málaga,2,2,4,50.0,30.6,34.0,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
REE,AEROPUERTO BARCELONA,220.0,,2,2,4,50.0,30.0,40.0,2025-02-03,2026-10-01,2026-12-31,en 129d,0.46,2024-12-02|2025-02-03,,
REE,IRUN,220.0,,2,2,1,50.0,30.0,30.0,2025-06-02,2027-01-01,2027-03-31,en 221d,0.46,2024-03-01|2025-06-02,,
UFD,PINAR,45.0,MADRID,2,2,1,50.0,30.0,30.0,2024-12-17,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-12-17,,
UFD,VALDEBEBAS,45.0,MADRID,2,2,1,50.0,30.0,30.0,2024-12-17,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-12-17,,
Endesa,BENALMAD,66.0,Málaga,2,2,4,50.0,29.2,41.9,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-12-01|2022-04-01,,
REE,AQUA,220.0,,2,2,3,50.0,29.0,40.0,2025-05-05,2026-07-01,2026-09-30,en 37d,0.46,2024-07-01|2025-05-05,,
Endesa,GABIAS,66.0,Granada,2,2,1,50.0,28.2,51.0,2025-10-01,2027-01-01,2027-03-31,en 221d,0.46,2022-02-01|2025-10-01,,
Endesa,PERAFORT,25.0,Tarragona,2,2,2,50.0,27.8,41.9,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-05-01|2025-10-01,,
Endesa,LOS_OLIVOS,20.0,Santa Cruz de Tenerife,2,2,4,50.0,27.4,39.8,2026-01-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-01-01,,
Endesa,S_BARRAM,66.0,Cádiz,2,2,2,50.0,27.1,35.9,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2026-03-01,,
iDE,MORALEJA A1  45.000,45.0,MADRID,2,2,4,50.0,26.1,40.0,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-03|2026-03-01,,
UFD,VACIAMADRID,45.0,MADRID,2,2,1,50.0,25.5,26.0,2023-07-10,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2023-07-10,,
iDE,PINTO B1     45.000,45.0,MADRID,2,2,4,50.0,25.1,40.0,2026-05-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-03|2026-05-01,,
REE,DAGANZO,220.0,,2,2,3,50.0,25.0,40.0,2026-02-20,2026-07-01,2026-09-30,en 37d,0.46,2024-07-01|2026-02-20,,
iDE,PUZOL       66.000,66.0,VALENCIA,2,2,4,50.0,25.0,35.0,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-03|2026-03-01,,
Endesa,S.CUGAT,25.0,Barcelona,2,2,2,50.0,24.8,39.5,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2026-03-01,,
REE,VAGUADAS,220.0,,2,2,4,50.0,24.5,30.0,2026-05-01,2026-10-01,2026-12-31,en 129d,0.46,2025-12-01|2026-05-01,,
UFD,ARAGON,15.0,MADRID,2,2,1,50.0,24.5,29.9,2024-07-17,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-07-17,,
Endesa,FUENGIRO,66.0,Málaga,2,2,4,50.0,24.4,28.9,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-12-01|2022-04-01,,
REE,PLAYA BLANCA,66.0,,2,2,4,50.0,24.0,31.0,2025-03-03,2026-10-01,2026-12-31,en 129d,0.46,2024-11-04|2025-03-03,,
Endesa,SANTUARI,20.0,Córdoba,2,2,1,50.0,23.9,37.8,2025-10-01,2027-01-01,2027-03-31,en 221d,0.46,2022-01-01|2025-10-01,,
Endesa,CANTOSAL,15.0,Sevilla,2,2,1,50.0,23.6,27.3,2025-10-01,2027-01-01,2027-03-31,en 221d,0.46,2022-03-01|2025-10-01,,
Endesa,S.JOAN.DES,25.0,Barcelona,2,2,2,50.0,22.9,39.7,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
UFD,ZAL,25.0,BARCELONA,2,2,1,50.0,22.5,25.0,2025-10-01,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2025-10-01,,
Endesa,VALME,15.0,Sevilla,2,2,4,50.0,22.4,39.9,2022-06-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-06-01,,
REE,LA JARA,220.0,,2,2,4,50.0,21.5,30.0,2026-02-20,2026-10-01,2026-12-31,en 129d,0.46,2025-12-01|2026-02-20,,
UFD,BALAIDOS,15.0,PONTEVEDRA,2,2,3,50.0,21.5,25.0,2025-01-27,2026-07-01,2026-09-30,en 37d,0.46,2022-09-28|2025-01-27,,
Endesa,MIRAFLOR,66.0,Málaga,2,2,4,50.0,21.1,35.7,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-04-01,,
Endesa,CANTOSAL,66.0,Sevilla,2,2,1,50.0,20.8,29.0,2025-10-01,2027-01-01,2027-03-31,en 221d,0.46,2022-03-01|2025-10-01,,
Endesa,PILAS,66.0,Sevilla,2,2,3,50.0,20.8,34.8,2025-10-01,2026-07-01,2026-09-30,en 37d,0.46,2021-09-01|2025-10-01,,
REE,ROMICA,400.0,,2,2,3,50.0,20.5,29.0,2025-05-05,2026-07-01,2026-09-30,en 37d,0.46,2024-08-01|2025-05-05,,
Endesa,LLINARS,132.0,Barcelona,2,2,2,50.0,20.4,25.8,2025-12-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-12-01,,
Endesa,PRAT,110.0,Barcelona,2,2,2,50.0,20.2,27.6,2025-12-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-12-01,,
Endesa,POBLA,15.0,Baleares,2,2,2,50.0,20.1,29.6,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-06-01|2025-10-01,,
iDE,LUCERO      45.000,45.0,MADRID,2,2,2,50.0,20.1,29.7,2025-02-26,2026-04-01,2026-06-30,EN_CURSO,0.46,2024-05-29|2025-02-26,,
UFD,COSTANILLA,45.0,CIUDAD REAL,2,2,1,50.0,20.0,20.0,2024-08-19,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-08-19,,
iDE,HUELVES    A2 66.000,66.0,CUENCA,2,2,4,50.0,20.0,20.0,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-03|2026-03-01,,
REE,MONZON,220.0,,2,2,3,50.0,19.5,24.0,2025-12-01,2026-07-01,2026-09-30,en 37d,0.46,2024-09-02|2025-12-01,,
iDE,RAMBLETA 132.00,132.0,CASTELLÓN,2,2,4,50.0,19.4,19.8,2024-01-31,2026-10-01,2026-12-31,en 129d,0.46,2023-11-30|2024-01-31,,
UFD,BARRIO DEL JARAMA,15.0,MADRID,2,2,1,50.0,19.3,23.2,2024-05-21,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-05-21,,
UFD,VILAGARCIA DE AROUSA,20.0,PONTEVEDRA,2,2,1,50.0,19.3,24.6,2026-05-01,2027-01-01,2027-03-31,en 221d,0.46,2025-01-27|2026-05-01,,
Endesa,VENDRELL,110.0,Tarragona,2,2,2,50.0,19.2,27.5,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-06-01|2025-10-01,,
Endesa,ARCOS,15.0,Cádiz,2,2,4,50.0,18.9,20.0,2022-02-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-02-01,,
Endesa,TANGER,11.0,Barcelona,2,2,4,50.0,18.6,30.0,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-04-01,,
REE,GETAFE,220.0,,2,2,4,50.0,18.5,20.0,2025-03-03,2026-10-01,2026-12-31,en 129d,0.46,2024-12-02|2025-03-03,,
iDE,MORALEJA B1  45.000,45.0,MADRID,2,2,4,50.0,18.5,28.3,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-11-01|2026-03-01,,
Endesa,CODONYERS,25.0,Barcelona,2,2,2,50.0,18.2,20.0,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2026-03-01,,
Endesa,MONTES,20.0,Málaga,2,2,4,50.0,18.1,30.3,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-04-01,,
Endesa,HUMOSOS,66.0,Sevilla,2,2,4,50.0,18.0,18.1,2022-02-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-02-01,,
Endesa,SALINAS,20.0,"Palmas, Las",2,2,4,50.0,17.6,23.4,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
iDE,ELS_PLANS   66.000,66.0,CASTELLÓN,2,2,4,50.0,17.2,20.5,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-03|2026-03-01,,
UFD,VILLAVERDE,15.0,MADRID,2,2,1,50.0,17.1,18.0,2026-05-01,2027-01-01,2027-03-31,en 221d,0.46,2022-03-27|2026-05-01,,
REE,JINAMAR,66.0,,2,2,4,50.0,17.0,19.0,2025-05-05,2026-10-01,2026-12-31,en 129d,0.46,2024-12-02|2025-05-05,,
Endesa,CERDANYOLA,110.0,Barcelona,2,2,2,50.0,16.8,19.2,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
UFD,COSLADA,15.0,MADRID,2,2,1,50.0,16.8,23.0,2024-05-21,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-05-21,,
Endesa,CENTRO,20.0,Málaga,2,2,4,50.0,16.6,26.1,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-04-01,,
Endesa,LLUCMAJOR,15.0,Baleares,2,2,4,50.0,16.6,20.7,2022-05-01,2026-10-01,2026-12-31,en 129d,0.46,2021-12-01|2022-05-01,,
iDE,ZARZALEJ T1,45.0,MADRID,2,2,4,50.0,16.3,26.7,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-11-01|2026-03-01,,
Endesa,LA_MUELA,45.0,Zaragoza,2,2,3,50.0,15.9,20.0,2022-04-01,2026-07-01,2026-09-30,en 37d,0.46,2021-08-01|2022-04-01,,
Endesa,VIC,25.0,Barcelona,2,2,2,50.0,15.8,16.0,2025-12-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-12-01,,
iDE,ARROYO.V T22,20.0,MADRID,2,2,4,50.0,15.6,26.2,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
REE,ARONA,66.0,,2,2,4,50.0,15.5,22.0,2025-03-03,2026-10-01,2026-12-31,en 129d,0.46,2024-10-01|2025-03-03,,
Endesa,CBERMEJA,132.0,Málaga,2,2,4,50.0,15.2,16.2,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
Endesa,SALT,25.0,Girona,2,2,2,50.0,15.2,22.7,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
Endesa,MANANTIA,66.0,Málaga,2,2,4,50.0,14.9,17.0,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-12-01|2022-04-01,,
UFD,LAS MERCEDES,15.0,MADRID,2,2,1,50.0,14.9,14.9,2024-04-18,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-04-18,,
iDE,VRREAL.S 132.00,132.0,CASTELLÓN,2,2,4,50.0,14.9,19.8,2024-01-31,2026-10-01,2026-12-31,en 129d,0.46,2023-11-30|2024-01-31,,
Endesa,TORREJON,66.0,Sevilla,2,2,4,50.0,14.5,16.1,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-11-01|2022-04-01,,
Endesa,PRAT,15.0,"Balears, Illes",2,2,4,50.0,14.2,23.4,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
iDE,VIENCINA T2,15.0,MADRID,2,2,2,50.0,14.1,16.1,2025-10-03,2026-04-01,2026-06-30,EN_CURSO,0.46,2024-06-25|2025-10-03,,
Endesa,ROMERALE,66.0,Huelva,2,2,4,50.0,13.8,15.4,2022-03-01,2026-10-01,2026-12-31,en 129d,0.46,2021-12-01|2022-03-01,,
Endesa,S.JUST,66.0,Barcelona,2,2,2,50.0,13.3,13.8,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-10-01,,
Endesa,CENTELLES,25.0,Barcelona,2,2,3,50.0,13.1,18.9,2026-03-01,2026-07-01,2026-09-30,en 37d,0.46,2021-09-01|2026-03-01,,
iDE,HERNANI1 T1 30.000,30.0,GUIPÚZCOA,2,2,2,50.0,13.0,13.2,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2024-04-29|2026-03-01,,
Endesa,MIJAS,66.0,Málaga,2,2,3,50.0,12.8,20.2,2022-04-01,2026-07-01,2026-09-30,en 37d,0.46,2021-08-01|2022-04-01,,
Endesa,T_MIGUEL,20.0,Badajoz,2,2,2,50.0,12.7,15.3,2025-12-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-12-01,,
iDE,MASANA/A    132.00,132.0,VALENCIA,2,2,4,50.0,12.7,14.3,2025-02-26,2026-10-01,2026-12-31,en 129d,0.46,2024-12-02|2025-02-26,,
iDE,MASANASA T1,20.0,VALENCIA,2,2,4,50.0,12.7,14.3,2025-02-26,2026-10-01,2026-12-31,en 129d,0.46,2024-12-02|2025-02-26,,
iDE,MASANASA T2,20.0,VALENCIA,2,2,4,50.0,12.7,14.3,2025-02-26,2026-10-01,2026-12-31,en 129d,0.46,2024-12-02|2025-02-26,,
iDE,MASANASA T3,20.0,VALENCIA,2,2,4,50.0,12.7,14.3,2025-02-26,2026-10-01,2026-12-31,en 129d,0.46,2024-12-02|2025-02-26,,
iDE,LASARTE T2  30.000,30.0,GUIPÚZCOA,2,2,2,50.0,12.6,13.6,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2024-04-29|2026-03-01,,
Endesa,REMCAUDA,15.0,Cádiz,2,2,4,50.0,12.5,12.7,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
REE,ALCIRA,220.0,,2,2,1,50.0,12.5,20.0,2025-07-01,2027-01-01,2027-03-31,en 221d,0.46,2024-01-02|2025-07-01,,
iDE,LASARTE T1  30.000,30.0,GUIPÚZCOA,2,2,2,50.0,12.5,13.6,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2024-04-29|2026-03-01,,
iDE,EZCARAY T1,13.2,LA RIOJA,2,2,4,50.0,12.1,13.5,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
Endesa,TABLERO,20.0,Las Palmas,2,2,2,50.0,12.0,18.9,2025-12-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-12-01,,
REE,MONTBLANC,220.0,,2,2,4,50.0,12.0,15.0,2026-05-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-05-01,,
iDE,V.PARDIL T1,20.0,MADRID,2,2,3,50.0,11.7,14.9,2025-11-01,2026-07-01,2026-09-30,en 37d,0.46,2024-07-23|2025-11-01,,
Endesa,MERCADAL,15.0,Baleares,2,2,3,50.0,11.5,18.0,2022-04-01,2026-07-01,2026-09-30,en 37d,0.46,2021-09-01|2022-04-01,,
Endesa,TANGER,25.0,Barcelona,2,2,2,50.0,11.5,16.1,2025-12-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2025-12-01,,
iDE,SANJOSE T1,13.2,LA RIOJA,2,2,4,50.0,11.2,12.7,2026-03-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-01|2026-03-01,,
REE,ARGUINEGUIN,66.0,,2,2,3,50.0,11.0,11.0,2025-02-03,2026-07-01,2026-09-30,en 37d,0.46,2024-07-01|2025-02-03,,
Endesa,VILLNREY,66.0,Sevilla,2,2,4,50.0,10.9,14.1,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-10-01|2022-04-01,,
Endesa,REN.F.MUES,45.0,Zaragoza,2,2,3,50.0,10.6,16.2,2022-04-01,2026-07-01,2026-09-30,en 37d,0.46,2021-08-01|2022-04-01,,
Endesa,S.PERE.RIB,110.0,Barcelona,2,2,2,50.0,10.5,11.5,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2026-03-01,,
Endesa,S.PERE.RIB,25.0,Barcelona,2,2,2,50.0,10.5,11.5,2026-03-01,2026-04-01,2026-06-30,EN_CURSO,0.46,2022-04-01|2026-03-01,,
Endesa,VALENZUELA,15.0,Zaragoza,2,2,3,50.0,10.5,15.1,2022-04-01,2026-07-01,2026-09-30,en 37d,0.46,2021-08-01|2022-04-01,,
Endesa,XIRGU,110.0,Girona,2,2,4,50.0,10.5,11.3,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-10-01|2022-04-01,,
REE,POLIGONO GRANADILLA,66.0,,2,2,2,50.0,10.5,14.0,2025-03-03,2026-04-01,2026-06-30,EN_CURSO,0.46,2024-05-16|2025-03-03,,
Endesa,S.ANDREU,11.0,Barcelona,2,2,3,50.0,10.4,15.1,2022-04-01,2026-07-01,2026-09-30,en 37d,0.46,2021-09-01|2022-04-01,,
iDE,TORRENTE T5,20.0,VALENCIA,2,2,1,50.0,10.2,14.7,2026-05-01,2027-01-01,2027-03-31,en 221d,0.46,2024-02-28|2026-05-01,,
Endesa,XIRGU,25.0,Girona,2,2,4,50.0,10.0,10.3,2022-04-01,2026-10-01,2026-12-31,en 129d,0.46,2021-10-01|2022-04-01,,
REE,ARAVACA,220.0,,2,2,4,50.0,10.0,10.0,2025-02-03,2026-10-01,2026-12-31,en 129d,0.46,2024-11-04|2025-02-03,,
REE,LA PLANA,220.0,,2,2,3,50.0,10.0,15.0,2025-05-05,2026-07-01,2026-09-30,en 37d,0.46,2024-08-01|2025-05-05,,
UFD,MATARROSA,45.0,LEON,2,2,3,50.0,10.0,10.0,2025-10-01,2026-07-01,2026-09-30,en 37d,0.46,2024-08-19|2025-10-01,,
