distribuidora,subestacion,tension_kv,provincia,n_eventos,mes_top,mes_top_pct,trimestre_top,tri_top_pct,avg_delta_mw,max_delta_mw,patron_claro,fechas_eventos
iDE,ZARZALEJ T2,45.0,MADRID,5,4,20.0,2,40.0,13.6,28.3,False,2024-04-29|2024-05-29|2024-07-23|2025-11-01|2026-03-01
Endesa,AUBALS,25.0,Tarragona,5,2,20.0,1,40.0,13.2,18.7,False,2022-02-01|2022-03-01|2022-04-01|2025-12-01|2026-05-01
iDE,V.ARCIPR T2,20.0,MADRID,5,1,40.0,1,40.0,12.0,15.0,False,2024-01-31|2024-07-23|2025-01-30|2025-10-01|2025-11-01
Endesa,LASELVA,25.0,Tarragona,5,9,20.0,1,40.0,11.7,17.4,False,2021-09-01|2022-01-01|2022-03-01|2022-04-01|2026-05-01
iDE,JUNCAL T1,15.0,MADRID,5,3,40.0,1,40.0,10.6,14.0,False,2024-03-22|2024-06-25|2025-10-01|2025-11-01|2026-03-01
UFD,GETAFE,15.0,MADRID,5,2,40.0,1,40.0,9.9,12.6,False,2022-02-27|2023-11-28|2024-08-19|2025-10-01|2026-02-01
Endesa,CERROGOR,20.0,Badajoz,5,5,40.0,2,40.0,9.4,13.6,False,2022-03-01|2022-05-01|2025-10-01|2025-12-01|2026-05-01
REE,LA OLIVA,132.0,,5,3,20.0,4,40.0,9.2,13.0,False,2024-03-01|2024-11-04|2025-04-01|2025-07-01|2025-10-01
UFD,VALLADARES,15.0,PONTEVEDRA,5,9,20.0,3,40.0,8.0,14.1,False,2022-09-28|2024-04-18|2024-08-19|2025-01-27|2025-10-01
iDE,JAVEA       132.00,132.0,ALICANTE,4,6,25.0,2,25.0,93.3,187.4,False,2024-06-25|2024-09-26|2025-01-30|2025-11-01
REE,SANT CUGAT,220.0,,4,1,25.0,1,25.0,31.0,64.0,False,2024-01-02|2024-10-01|2025-06-02|2025-08-01
Endesa,CHICLANA,20.0,Cádiz,4,8,25.0,3,25.0,25.8,31.4,False,2021-08-01|2021-11-01|2022-02-01|2022-04-01
UFD,PONFERRADA,15.0,LEON,4,2,25.0,1,25.0,12.5,15.8,False,2022-02-27|2024-05-21|2024-08-19|2024-12-17
REE,JARES,132.0,,4,1,25.0,1,25.0,7.2,14.0,False,2024-01-02|2024-08-01|2024-11-04|2025-04-01
REE,ARAGON,400.0,,3,8,33.3,3,33.3,481.0,887.0,False,2024-08-01|2025-04-01|2026-02-20
REE,MUDEJAR,400.0,,3,12,33.3,4,33.3,325.0,592.0,False,2024-12-02|2025-03-03|2026-05-01
iDE,DENIA       132.00,132.0,ALICANTE,3,6,33.3,2,33.3,164.2,198.1,False,2024-06-25|2025-01-30|2025-11-01
Endesa,TARRAGONA,25.0,Tarragona,3,4,33.3,2,33.3,128.2,194.6,False,2022-04-01|2025-12-01|2026-03-01
REE,ONDINAS,220.0,,3,4,33.3,2,33.3,123.0,156.0,False,2025-04-01|2025-12-01|2026-02-20
REE,VALL D'UXO,220.0,,3,9,33.3,3,33.3,118.3,192.0,False,2024-09-02|2025-03-03|2025-06-02
REE,QUINTOS,220.0,,3,8,33.3,3,33.3,98.0,144.0,False,2025-08-01|2025-10-01|2026-02-20
REE,RUBI,400.0,,3,6,33.3,2,33.3,92.0,177.0,False,2024-06-03|2024-07-01|2025-03-03
REE,RUEDA DE JALON,400.0,,3,8,33.3,3,33.3,67.0,67.0,False,2024-08-01|2024-11-04|2025-02-03
REE,LA PEREDA,220.0,,3,1,33.3,1,33.3,61.0,94.0,False,2024-01-02|2025-10-01|2026-05-01
REE,ENTRENUCLEOS,220.0,,3,8,33.3,3,33.3,59.0,92.0,False,2025-08-01|2025-12-01|2026-02-20
UFD,ARAGON,45.0,MADRID,3,2,33.3,1,33.3,58.2,114.7,False,2022-02-27|2024-07-17|2025-10-01
Endesa,PTO_SMAR,66.0,Cádiz,3,4,33.3,2,33.3,57.5,100.2,False,2022-04-01|2025-10-01|2026-03-01
Endesa,BESCANO,132.0,Girona,3,4,33.3,2,33.3,54.7,80.4,False,2022-04-01|2025-10-01|2026-03-01
REE,LOS ARENALES,220.0,,3,11,33.3,4,33.3,48.7,126.0,False,2024-11-04|2025-01-02|2025-05-05
REE,EL ZUMAJO,220.0,,3,8,33.3,3,33.3,46.7,60.0,False,2025-08-01|2026-02-20|2026-05-01
UFD,ARGANDA,45.0,MADRID,3,2,33.3,1,33.3,46.0,67.1,False,2022-02-27|2023-07-10|2023-12-22
REE,POLIGONO,220.0,,3,3,33.3,1,33.3,44.7,95.0,False,2024-03-01|2024-04-01|2024-12-02
REE,PARLA,220.0,,3,7,33.3,3,33.3,42.0,105.0,False,2024-07-01|2025-01-02|2025-12-01
UFD,REJAS,45.0,MADRID,3,2,33.3,1,33.3,41.3,66.0,False,2022-02-27|2024-05-21|2025-10-01
Endesa,TABLELLI,66.0,Cádiz,3,9,33.3,3,33.3,31.6,41.1,False,2021-09-01|2021-11-01|2022-02-01
Endesa,SETEFILL,132.0,Sevilla,3,8,33.3,3,33.3,31.0,49.2,False,2021-08-01|2021-10-01|2022-04-01
Endesa,VIC,132.0,Barcelona,3,12,33.3,4,33.3,29.5,46.6,False,2025-12-01|2026-01-01|2026-05-01
Endesa,MARYSOL,66.0,Málaga,3,12,33.3,4,33.3,29.2,43.7,False,2021-12-01|2022-04-01|2026-03-01
REE,MORERUELA,400.0,,3,9,33.3,3,33.3,27.3,50.0,False,2025-09-01|2025-10-01|2026-05-01
Endesa,SANTS,110.0,Barcelona,3,4,33.3,2,33.3,26.8,48.6,False,2022-04-01|2025-10-01|2026-03-01
REE,TACORONTE,66.0,,3,3,33.3,1,33.3,25.7,42.0,False,2024-03-01|2024-04-01|2024-10-01
REE,POLIGONO C,220.0,,3,4,33.3,2,33.3,25.0,35.0,False,2024-04-01|2024-10-01|2025-08-01
REE,DOS HERMANAS,220.0,,3,11,33.3,4,33.3,24.0,40.0,False,2024-11-04|2026-02-20|2026-05-01
REE,MONTEBELLO,220.0,,3,5,33.3,2,33.3,24.0,53.0,False,2024-05-16|2024-10-01|2026-02-20
Endesa,HOSTAFRANC,110.0,Barcelona,3,9,33.3,3,33.3,22.8,40.9,False,2021-09-01|2022-04-01|2025-10-01
Endesa,HUERTFIG,66.0,Córdoba,3,10,33.3,4,33.3,22.7,34.6,False,2021-10-01|2022-03-01|2022-04-01
UFD,MORAS,66.0,LA CORUÑA,3,10,33.3,4,33.3,22.6,30.0,False,2022-10-23|2025-02-25|2026-05-01
Endesa,CUARTE,15.0,Zaragoza,3,8,33.3,3,33.3,21.6,27.8,False,2021-08-01|2021-11-01|2022-05-01
Endesa,GALLUR,66.0,Zaragoza,3,11,33.3,4,33.3,21.4,27.4,False,2021-11-01|2022-05-01|2026-03-01
Endesa,LOGISTICA,45.0,Zaragoza,3,8,33.3,3,33.3,20.4,33.9,False,2021-08-01|2021-11-01|2022-04-01
Endesa,SABADELL,25.0,Barcelona,3,8,33.3,3,33.3,20.4,32.1,False,2021-08-01|2022-04-01|2025-12-01
Endesa,CASABLANCA,45.0,Zaragoza,3,8,33.3,3,33.3,20.0,27.5,False,2021-08-01|2021-11-01|2022-05-01
Endesa,PLAYA_BLAN,20.0,Las Palmas,3,1,33.3,1,33.3,20.0,43.0,False,2022-01-01|2025-10-01|2026-05-01
REE,GUAJARA,66.0,,3,2,33.3,1,33.3,19.0,27.0,False,2024-02-01|2024-06-03|2024-07-01
Endesa,CUARTE,45.0,Zaragoza,3,8,33.3,3,33.3,18.2,27.8,False,2021-08-01|2021-11-01|2022-05-01
Endesa,MATA,25.0,Barcelona,3,9,33.3,3,33.3,18.2,22.2,False,2021-09-01|2022-04-01|2025-10-01
Endesa,CASABLANCA,10.0,Zaragoza,3,8,33.3,3,33.3,18.1,27.7,False,2021-08-01|2021-11-01|2022-05-01
UFD,REJAS,15.0,MADRID,3,2,33.3,1,33.3,17.3,23.0,False,2022-02-27|2024-05-21|2025-10-01
Endesa,HINOJERA,15.0,Cádiz,3,6,33.3,2,33.3,17.2,36.5,False,2022-06-01|2025-10-01|2026-03-01
Endesa,ALQUERIA,66.0,Huelva,3,11,33.3,4,33.3,16.7,25.0,False,2021-11-01|2022-01-01|2022-05-01
iDE,BRTOBIA T1,66.0,LA RIOJA,3,7,33.3,3,33.3,16.1,34.5,False,2024-07-23|2025-02-26|2025-10-01
Endesa,BESOS,110.0,Barcelona,3,9,33.3,3,33.3,16.0,24.8,False,2021-09-01|2022-01-01|2025-10-01
iDE,VALDERA2 T2,45.0,MADRID,3,4,33.3,2,33.3,16.0,21.9,False,2024-04-29|2024-08-27|2025-10-03
REE,VILLARES DEL SAZ,220.0,,3,5,33.3,2,33.3,15.7,18.0,False,2024-05-16|2025-09-01|2025-12-01
Endesa,MATARO,110.0,Barcelona,3,4,33.3,2,33.3,15.3,26.2,False,2022-04-01|2025-12-01|2026-03-01
Endesa,S.MARTI,66.0,Barcelona,3,8,33.3,3,33.3,15.2,24.1,False,2021-08-01|2022-04-01|2025-10-01
UFD,BARRO,20.0,PONTEVEDRA,3,5,33.3,2,33.3,14.9,21.7,False,2022-05-29|2024-03-21|2024-08-19
REE,CORRALEJO,66.0,,3,11,33.3,4,33.3,13.7,18.0,False,2024-11-04|2025-06-02|2025-09-01
Endesa,S_JOSE,132.0,Sevilla,3,8,33.3,3,33.3,13.3,15.4,False,2021-08-01|2021-10-01|2022-03-01
REE,MATAS BLANCAS,66.0,,3,3,33.3,1,33.3,13.0,17.0,False,2024-03-01|2024-11-04|2025-05-05
UFD,BARRO,66.0,PONTEVEDRA,3,5,33.3,2,33.3,12.9,19.0,False,2022-05-29|2025-01-27|2025-10-01
REE,POLLENSA,66.0,,3,4,33.3,2,33.3,11.3,20.0,False,2024-04-01|2024-09-02|2025-01-02
iDE,ESCOLARE T2,15.0,MADRID,3,6,33.3,2,33.3,9.9,19.7,False,2024-06-25|2025-10-03|2026-01-01
Endesa,AYAMONTE,66.0,Huelva,3,9,33.3,3,33.3,9.7,19.0,False,2021-09-01|2022-01-01|2022-05-01
Endesa,DRAGONERA,15.0,Baleares,3,2,33.3,1,33.3,8.4,14.1,False,2022-02-01|2022-04-01|2025-10-01
Endesa,TAUSTE,13.0,Zaragoza,3,11,33.3,4,33.3,6.9,7.5,False,2021-11-01|2022-01-01|2022-05-01
REE,RENEDO,220.0,,3,7,33.3,3,33.3,6.7,10.0,False,2024-07-01|2025-02-03|2025-12-01
REE,MANACOR,66.0,,3,2,33.3,1,33.3,6.3,9.0,False,2024-02-01|2024-04-01|2025-08-01
UFD,LA SENDILLA,15.0,MADRID,3,3,33.3,1,33.3,5.6,6.4,False,2022-03-27|2022-09-28|2022-12-23
